pattern,n_features,features,source,n,n_jak2,n_not_jak2,n_jak1,n_nonselective,ppv_jak2,recall_jak2,baseline_jak2_fraction,jak2_enrichment,odds_ratio,fisher_p,beam_score,passes_reporting_filter,fdr_q,passes_fdr,random_holdout_pattern,random_holdout_n_features,random_holdout_subset,random_holdout_discovery_seed,random_holdout_n,random_holdout_n_jak2,random_holdout_n_not_jak2,random_holdout_n_jak1,random_holdout_n_nonselective,random_holdout_ppv_jak2,random_holdout_recall_jak2,random_holdout_baseline_jak2_fraction,random_holdout_jak2_enrichment,random_holdout_odds_ratio,random_holdout_fisher_p,random_holdout_discovery_n,random_holdout_discovery_jak2_enrichment,random_holdout_discovery_fisher_p,random_holdout_discovery_fdr_q,independent_validation_pattern,independent_validation_n_features,independent_validation_n,independent_validation_n_jak2,independent_validation_n_jak1,independent_validation_n_nonselective,independent_validation_n_not_jak2,independent_validation_ppv_jak2,independent_validation_recall_jak2,independent_validation_baseline_jak2_fraction,independent_validation_jak2_enrichment,independent_validation_odds_ratio,independent_validation_fisher_p,independent_validation_mean_delta_pKi_pattern,independent_validation_mean_delta_pKi_nonpattern,independent_validation_mean_delta_pKi_shift,independent_validation_median_delta_pKi_shift,independent_validation_mannwhitney_u,independent_validation_mannwhitney_p,scaffold_holdout_n,scaffold_holdout_n_jak2,scaffold_holdout_n_not_jak2,scaffold_holdout_n_jak1,scaffold_holdout_n_nonselective,scaffold_holdout_ppv_jak2,scaffold_holdout_recall_jak2,scaffold_holdout_baseline_jak2_fraction,scaffold_holdout_jak2_enrichment,scaffold_holdout_odds_ratio,scaffold_holdout_fisher_p,specificity_jak2_enrichment,jak1_enrichment,nonselective_enrichment,specificity_score,passes_specificity_threshold,stable_under_ablation,jak1_feature_overlap,generic_binder_red_flag
J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,5,J1:ALA906|J1:LEU881:hydrophobic|J1:LEU959|J1:VAL889:hydrophobic|J2:LEU855:hydrophobic,beam_5,240,38,202,58,144,0.1583333333333333,0.2087912087912088,0.0449938195302843,3.5190018315018317,4.782659515951595,1.8917990886765707e-12,24.244825799242207,True,2.5214952390686956e-10,True,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,5,holdout,42,96,15,81,29,52,0.15625,0.1923076923076923,0.0449826989619377,3.473557692307692,4.62962962962963,1.1598917573820015e-05,240,3.5190018315018317,1.8917990886765707e-12,2.5214952390686956e-10,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,5,608,79,32,497,529,0.1299342105263158,0.2762237762237762,0.1025089605734767,1.26754002576371,1.4248468078500132,0.015336501760878,0.0736820491362492,-0.0214910646369305,0.0951731137731797,0.0,770021.0,7.083817209035577e-10,16,2,14,12,2,0.125,0.3333333333333333,0.0057142857142857,21.875,36.785714285714285,0.0031536031289325,3.506032509157509,0.5340286275109616,1.240737332842596,2.8257653061224484,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,5,J1:ALA906:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959|J1:VAL889:hydrophobic|J2:LEU855:hydrophobic,beam_5,240,38,202,58,144,0.1583333333333333,0.2087912087912088,0.0449938195302843,3.5190018315018317,4.782659515951595,1.8917990886765707e-12,24.244825799242207,True,2.5214952390686956e-10,True,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,5,holdout,42,96,15,81,29,52,0.15625,0.1923076923076923,0.0449826989619377,3.473557692307692,4.62962962962963,1.1598917573820015e-05,240,3.5190018315018317,1.8917990886765707e-12,2.5214952390686956e-10,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,5,608,79,32,497,529,0.1299342105263158,0.2762237762237762,0.1025089605734767,1.26754002576371,1.4248468078500132,0.015336501760878,0.0736820491362492,-0.0214910646369305,0.0951731137731797,0.0,770021.0,7.083817209035577e-10,16,2,14,12,2,0.125,0.3333333333333333,0.0057142857142857,21.875,36.785714285714285,0.0031536031289325,3.506032509157509,0.5340286275109616,1.240737332842596,2.8257653061224484,True,True,,False
J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:VAL863:hydrophobic,5,J1:ALA906|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic|J2:VAL863:hydrophobic,beam_5,231,39,192,60,132,0.1688311688311688,0.2142857142857142,0.0449938195302843,3.7523191094619666,5.214488636363637,1.0480428040061053e-13,25.099730572770557,True,2.3875413211262895e-11,True,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:VAL863:hydrophobic,5,holdout,42,94,13,81,30,51,0.1382978723404255,0.1666666666666666,0.0449826989619377,3.074468085106383,3.888888888888889,0.0001802268564765,231,3.7523191094619666,1.0480428040061053e-13,2.3875413211262895e-11,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:VAL863:hydrophobic,5,495,64,33,398,431,0.1292929292929293,0.2237762237762237,0.1025089605734767,1.2612841703750794,1.3865930896093308,0.0336141676871024,0.0695088134039013,-0.0159048713716227,0.0854136847755241,0.0,672900.0,5.806962418663436e-11,8,1,7,7,0,0.125,0.1666666666666666,0.0057142857142857,21.875,29.62857142857143,0.0449574554291817,3.5563076923076924,0.5711414923406358,1.197652388097732,2.969398907103826,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:VAL863:hydrophobic,5,J1:ALA906:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic|J2:VAL863:hydrophobic,beam_5,231,39,192,60,132,0.1688311688311688,0.2142857142857142,0.0449938195302843,3.7523191094619666,5.214488636363637,1.0480428040061053e-13,25.099730572770557,True,2.3875413211262895e-11,True,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:VAL863:hydrophobic,5,holdout,42,94,13,81,30,51,0.1382978723404255,0.1666666666666666,0.0449826989619377,3.074468085106383,3.888888888888889,0.0001802268564765,231,3.7523191094619666,1.0480428040061053e-13,2.3875413211262895e-11,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:VAL863:hydrophobic,5,495,64,33,398,431,0.1292929292929293,0.2237762237762237,0.1025089605734767,1.2612841703750794,1.3865930896093308,0.0336141676871024,0.0695088134039013,-0.0159048713716227,0.0854136847755241,0.0,672900.0,5.806962418663436e-11,8,1,7,7,0,0.125,0.1666666666666666,0.0057142857142857,21.875,29.62857142857143,0.0449574554291817,3.5563076923076924,0.5711414923406358,1.197652388097732,2.969398907103826,True,True,,False
J1:ALA906 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889,4,J1:ALA906|J1:LEU881|J1:LEU959:hydrogen_bond|J1:VAL889,beam_4,263,42,221,73,148,0.1596958174904943,0.2307692307692307,0.0449938195302843,3.5492834162035685,4.943891402714932,7.239133720321722e-14,25.917682295666456,True,1.7285141534840197e-11,True,J1:ALA906 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889,4,holdout,42,113,17,96,36,60,0.1504424778761062,0.2179487179487179,0.0449826989619377,3.3444520081688225,4.528688524590164,4.644382193243372e-06,263,3.5492834162035685,7.239133720321722e-14,1.7285141534840197e-11,J1:ALA906 AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889,4,557,72,37,448,485,0.1292639138240574,0.2517482517482518,0.1025089605734767,1.2610011173745463,1.4005973600539552,0.0233925728010538,0.0668663971765865,-0.0176172863369017,0.0844836835134883,0.0,735154.0,1.3960563001546291e-11,13,2,11,11,0,0.1538461538461538,0.3333333333333333,0.0057142857142857,26.923076923076923,46.95454545454545,0.0020656446938343,3.4877352700490993,0.5978926526645102,1.1766262852489058,2.9641826923076917,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889,4,J1:ALA906:hydrophobic|J1:LEU881|J1:LEU959:hydrogen_bond|J1:VAL889,beam_4,263,42,221,73,148,0.1596958174904943,0.2307692307692307,0.0449938195302843,3.5492834162035685,4.943891402714932,7.239133720321722e-14,25.917682295666456,True,1.7285141534840197e-11,True,J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889,4,holdout,42,113,17,96,36,60,0.1504424778761062,0.2179487179487179,0.0449826989619377,3.3444520081688225,4.528688524590164,4.644382193243372e-06,263,3.5492834162035685,7.239133720321722e-14,1.7285141534840197e-11,J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959:hydrogen_bond AND J1:VAL889,4,557,72,37,448,485,0.1292639138240574,0.2517482517482518,0.1025089605734767,1.2610011173745463,1.4005973600539552,0.0233925728010538,0.0668663971765865,-0.0176172863369017,0.0844836835134883,0.0,735154.0,1.3960563001546291e-11,13,2,11,11,0,0.1538461538461538,0.3333333333333333,0.0057142857142857,26.923076923076923,46.95454545454545,0.0020656446938343,3.4877352700490993,0.5978926526645102,1.1766262852489058,2.9641826923076917,True,True,,False
J1:ALA906 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,3,J1:ALA906|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic,beam_3,296,43,253,91,162,0.1452702702702702,0.2362637362637362,0.0449938195302843,3.228671666171666,4.414081383114852,1.0518135458165873e-12,25.545460728615815,True,1.5533906073784286e-10,True,J1:ALA906 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,3,holdout,42,133,17,116,43,73,0.1278195488721804,0.2179487179487179,0.0449826989619377,2.8415268941584726,3.699830412662521,4.4301732297210326e-05,296,3.228671666171666,1.0518135458165873e-12,1.5533906073784286e-10,J1:ALA906 AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,3,581,75,38,468,506,0.1290877796901893,0.2622377622377622,0.1025089605734767,1.25928288578891,1.4035367064421258,0.0209414085366488,0.0626515231138821,-0.0174265966917648,0.0800781198056469,0.0,750053.5,1.9677151168716384e-10,18,2,16,15,1,0.1111111111111111,0.3333333333333333,0.0057142857142857,19.444444444444443,32.125,0.0040002907112611,3.108660570199032,0.6442168347949934,1.165127964907133,2.668085106382979,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,3,J1:ALA906:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic,beam_3,296,43,253,91,162,0.1452702702702702,0.2362637362637362,0.0449938195302843,3.228671666171666,4.414081383114852,1.0518135458165873e-12,25.545460728615815,True,1.5533906073784286e-10,True,J1:ALA906:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,3,holdout,42,133,17,116,43,73,0.1278195488721804,0.2179487179487179,0.0449826989619377,2.8415268941584726,3.699830412662521,4.4301732297210326e-05,296,3.228671666171666,1.0518135458165873e-12,1.5533906073784286e-10,J1:ALA906:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic,3,581,75,38,468,506,0.1290877796901893,0.2622377622377622,0.1025089605734767,1.25928288578891,1.4035367064421258,0.0209414085366488,0.0626515231138821,-0.0174265966917648,0.0800781198056469,0.0,750053.5,1.9677151168716384e-10,18,2,16,15,1,0.1111111111111111,0.3333333333333333,0.0057142857142857,19.444444444444443,32.125,0.0040002907112611,3.108660570199032,0.6442168347949934,1.165127964907133,2.668085106382979,True,True,,False
J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889 AND J2:LEU855:hydrophobic,5,J1:ALA906|J1:LEU881:hydrophobic|J1:LEU959|J1:VAL889|J2:LEU855:hydrophobic,beam_5,240,38,202,58,144,0.1583333333333333,0.2087912087912088,0.0449938195302843,3.5190018315018317,4.782659515951595,1.8917990886765707e-12,24.244825799242207,True,2.5214952390686956e-10,True,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889 AND J2:LEU855:hydrophobic,5,holdout,42,97,16,81,29,52,0.1649484536082474,0.2051282051282051,0.0449826989619377,3.666931007137193,5.017921146953405,2.6575024185246366e-06,240,3.5190018315018317,1.8917990886765707e-12,2.5214952390686956e-10,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889 AND J2:LEU855:hydrophobic,5,612,79,32,501,533,0.1290849673202614,0.2762237762237762,0.1025089605734767,1.259255450431921,1.4112896647361122,0.0158188971632384,0.0732004671157508,-0.0215305339934722,0.094731001109223,0.0,772931.0,8.440730087682216e-10,16,2,14,12,2,0.125,0.3333333333333333,0.0057142857142857,21.875,36.785714285714285,0.0031536031289325,3.5615841132161608,0.5324439728299201,1.2370556196887603,2.8790816326530613,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889 AND J2:LEU855:hydrophobic,5,J1:ALA906:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959|J1:VAL889|J2:LEU855:hydrophobic,beam_5,240,38,202,58,144,0.1583333333333333,0.2087912087912088,0.0449938195302843,3.5190018315018317,4.782659515951595,1.8917990886765707e-12,24.244825799242207,True,2.5214952390686956e-10,True,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889 AND J2:LEU855:hydrophobic,5,holdout,42,97,16,81,29,52,0.1649484536082474,0.2051282051282051,0.0449826989619377,3.666931007137193,5.017921146953405,2.6575024185246366e-06,240,3.5190018315018317,1.8917990886765707e-12,2.5214952390686956e-10,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959 AND J1:VAL889 AND J2:LEU855:hydrophobic,5,612,79,32,501,533,0.1290849673202614,0.2762237762237762,0.1025089605734767,1.259255450431921,1.4112896647361122,0.0158188971632384,0.0732004671157508,-0.0215305339934722,0.094731001109223,0.0,772931.0,8.440730087682216e-10,16,2,14,12,2,0.125,0.3333333333333333,0.0057142857142857,21.875,36.785714285714285,0.0031536031289325,3.5615841132161608,0.5324439728299201,1.2370556196887603,2.8790816326530613,True,True,,False
J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:VAL863,5,J1:ALA906|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic|J2:VAL863,beam_5,233,39,194,60,134,0.167381974248927,0.2142857142857142,0.0449938195302843,3.720110361741263,5.157919400187441,1.4052147202762351e-13,25.041653720503405,True,2.987798765245114e-11,True,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:VAL863,5,holdout,42,95,13,82,31,51,0.1368421052631579,0.1666666666666666,0.0449826989619377,3.042105263157895,3.8390243902439023,0.0002012917727169,233,3.720110361741263,1.4052147202762351e-13,2.987798765245114e-11,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:VAL863,5,496,64,33,399,432,0.1290322580645161,0.2237762237762237,0.1025089605734767,1.2587412587412588,1.382716049382716,0.0339602711222108,0.0693686746671999,-0.015911804619823,0.085280479287023,0.0,673742.0,6.157734740467986e-11,8,1,7,7,0,0.125,0.1666666666666666,0.0057142857142857,21.875,29.62857142857143,0.0449574554291817,3.5237804878048777,0.5722056109747393,1.199667630187527,2.9372972972972975,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:VAL863,5,J1:ALA906:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889:hydrophobic|J2:VAL863,beam_5,233,39,194,60,134,0.167381974248927,0.2142857142857142,0.0449938195302843,3.720110361741263,5.157919400187441,1.4052147202762351e-13,25.041653720503405,True,2.987798765245114e-11,True,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:VAL863,5,holdout,42,95,13,82,31,51,0.1368421052631579,0.1666666666666666,0.0449826989619377,3.042105263157895,3.8390243902439023,0.0002012917727169,233,3.720110361741263,1.4052147202762351e-13,2.987798765245114e-11,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889:hydrophobic AND J2:VAL863,5,496,64,33,399,432,0.1290322580645161,0.2237762237762237,0.1025089605734767,1.2587412587412588,1.382716049382716,0.0339602711222108,0.0693686746671999,-0.015911804619823,0.085280479287023,0.0,673742.0,6.157734740467986e-11,8,1,7,7,0,0.125,0.1666666666666666,0.0057142857142857,21.875,29.62857142857143,0.0449574554291817,3.5237804878048777,0.5722056109747393,1.199667630187527,2.9372972972972975,True,True,,False
J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:VAL863:hydrophobic,5,J1:ALA906|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889|J2:VAL863:hydrophobic,beam_5,231,39,192,60,132,0.1688311688311688,0.2142857142857142,0.0449938195302843,3.7523191094619666,5.214488636363637,1.0480428040061053e-13,25.099730572770557,True,2.3875413211262895e-11,True,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:VAL863:hydrophobic,5,holdout,42,95,14,81,30,51,0.1473684210526315,0.1794871794871795,0.0449826989619377,3.2761133603238863,4.253472222222222,4.735584634426394e-05,231,3.7523191094619666,1.0480428040061053e-13,2.3875413211262895e-11,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:VAL863:hydrophobic,5,498,64,33,401,434,0.1285140562248996,0.2237762237762237,0.1025089605734767,1.2536860729631811,1.3750155685639556,0.0412532115312404,0.0690900856123116,-0.0159256892660881,0.0850157748783997,0.0,675423.0,6.919290511678798e-11,8,1,7,7,0,0.125,0.1666666666666666,0.0057142857142857,21.875,29.62857142857143,0.0449574554291817,3.613579518640868,0.5693895245727199,1.193978607766144,3.026502732240437,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:VAL863:hydrophobic,5,J1:ALA906:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889|J2:VAL863:hydrophobic,beam_5,231,39,192,60,132,0.1688311688311688,0.2142857142857142,0.0449938195302843,3.7523191094619666,5.214488636363637,1.0480428040061053e-13,25.099730572770557,True,2.3875413211262895e-11,True,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:VAL863:hydrophobic,5,holdout,42,95,14,81,30,51,0.1473684210526315,0.1794871794871795,0.0449826989619377,3.2761133603238863,4.253472222222222,4.735584634426394e-05,231,3.7523191094619666,1.0480428040061053e-13,2.3875413211262895e-11,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:VAL863:hydrophobic,5,498,64,33,401,434,0.1285140562248996,0.2237762237762237,0.1025089605734767,1.2536860729631811,1.3750155685639556,0.0412532115312404,0.0690900856123116,-0.0159256892660881,0.0850157748783997,0.0,675423.0,6.919290511678798e-11,8,1,7,7,0,0.125,0.1666666666666666,0.0057142857142857,21.875,29.62857142857143,0.0449574554291817,3.613579518640868,0.5693895245727199,1.193978607766144,3.026502732240437,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:VAL863,5,J1:ALA906:hydrophobic|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889|J2:VAL863,beam_5,233,39,194,60,134,0.167381974248927,0.2142857142857142,0.0449938195302843,3.720110361741263,5.157919400187441,1.4052147202762351e-13,25.041653720503405,True,2.987798765245114e-11,True,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:VAL863,5,holdout,42,96,14,82,31,51,0.1458333333333333,0.1794871794871795,0.0449826989619377,3.2419871794871797,4.1989329268292686,5.3460687841656754e-05,233,3.720110361741263,1.4052147202762351e-13,2.987798765245114e-11,J1:ALA906:hydrophobic AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:VAL863,5,499,64,33,402,435,0.1282565130260521,0.2237762237762237,0.1025089605734767,1.2511736760233754,1.3711918815367092,0.0415245881538589,0.0689516285269162,-0.0159326406799974,0.0848842692069136,0.0,676262.0,7.3321510772441e-11,8,1,7,7,0,0.125,0.1666666666666666,0.0057142857142857,21.875,29.62857142857143,0.0449574554291817,3.5806289455225624,0.5704663841936611,1.196021224016745,2.9937837837837833,True,True,,False
J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:VAL863,5,J1:ALA906|J1:LEU881:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889|J2:VAL863,beam_5,233,39,194,60,134,0.167381974248927,0.2142857142857142,0.0449938195302843,3.720110361741263,5.157919400187441,1.4052147202762351e-13,25.041653720503405,True,2.987798765245114e-11,True,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:VAL863,5,holdout,42,96,14,82,31,51,0.1458333333333333,0.1794871794871795,0.0449826989619377,3.2419871794871797,4.1989329268292686,5.3460687841656754e-05,233,3.720110361741263,1.4052147202762351e-13,2.987798765245114e-11,J1:ALA906 AND J1:LEU881:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889 AND J2:VAL863,5,499,64,33,402,435,0.1282565130260521,0.2237762237762237,0.1025089605734767,1.2511736760233754,1.3711918815367092,0.0415245881538589,0.0689516285269162,-0.0159326406799974,0.0848842692069136,0.0,676262.0,7.3321510772441e-11,8,1,7,7,0,0.125,0.1666666666666666,0.0057142857142857,21.875,29.62857142857143,0.0449574554291817,3.5806289455225624,0.5704663841936611,1.196021224016745,2.9937837837837833,True,True,,False
J1:ALA906 AND J1:LEU881 AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,5,J1:ALA906|J1:LEU881|J1:LEU959|J1:VAL889:hydrophobic|J2:LEU855:hydrophobic,beam_5,245,38,207,63,144,0.1551020408163265,0.2087912087912088,0.0449938195302843,3.447185467593631,4.660762211486849,3.67437964668725e-12,24.091962106313943,True,4.454212691701815e-10,True,J1:ALA906 AND J1:LEU881 AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,5,holdout,42,100,15,85,32,53,0.15,0.1923076923076923,0.0449826989619377,3.3346153846153843,4.400560224089636,1.944293983348303e-05,245,3.447185467593631,3.67437964668725e-12,4.454212691701815e-10,J1:ALA906 AND J1:LEU881 AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,5,616,79,33,504,537,0.1282467532467532,0.2762237762237762,0.1025089605734767,1.251078466987558,1.3979344902347088,0.0195786680985086,0.0690757549271751,-0.0205361003671034,0.0896118552942785,0.0,773307.5,2.460095218819811e-09,19,2,17,15,2,0.1052631578947368,0.3333333333333333,0.0057142857142857,18.421052631578945,30.205882352941178,0.0044594648421697,3.414570791527314,0.5679224984224519,1.21453542643474,2.8114213197969544,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,5,J1:ALA906:hydrophobic|J1:LEU881|J1:LEU959|J1:VAL889:hydrophobic|J2:LEU855:hydrophobic,beam_5,245,38,207,63,144,0.1551020408163265,0.2087912087912088,0.0449938195302843,3.447185467593631,4.660762211486849,3.67437964668725e-12,24.091962106313943,True,4.454212691701815e-10,True,J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,5,holdout,42,100,15,85,32,53,0.15,0.1923076923076923,0.0449826989619377,3.3346153846153843,4.400560224089636,1.944293983348303e-05,245,3.447185467593631,3.67437964668725e-12,4.454212691701815e-10,J1:ALA906:hydrophobic AND J1:LEU881 AND J1:LEU959 AND J1:VAL889:hydrophobic AND J2:LEU855:hydrophobic,5,616,79,33,504,537,0.1282467532467532,0.2762237762237762,0.1025089605734767,1.251078466987558,1.3979344902347088,0.0195786680985086,0.0690757549271751,-0.0205361003671034,0.0896118552942785,0.0,773307.5,2.460095218819811e-09,19,2,17,15,2,0.1052631578947368,0.3333333333333333,0.0057142857142857,18.421052631578945,30.205882352941178,0.0044594648421697,3.414570791527314,0.5679224984224519,1.21453542643474,2.8114213197969544,True,True,,False
J1:ALA906 AND J1:LEU959:hydrogen_bond AND J1:VAL889,3,J1:ALA906|J1:LEU959:hydrogen_bond|J1:VAL889,beam_3,296,43,253,91,162,0.1452702702702702,0.2362637362637362,0.0449938195302843,3.228671666171666,4.414081383114852,1.0518135458165873e-12,25.545460728615815,True,1.5533906073784286e-10,True,J1:ALA906 AND J1:LEU959:hydrogen_bond AND J1:VAL889,3,holdout,42,134,18,116,43,73,0.1343283582089552,0.2307692307692307,0.0449826989619377,2.986222732491389,3.9827586206896552,1.2297925724848797e-05,296,3.228671666171666,1.0518135458165873e-12,1.5533906073784286e-10,J1:ALA906 AND J1:LEU959:hydrogen_bond AND J1:VAL889,3,585,75,38,472,510,0.1282051282051282,0.2622377622377622,0.1025089605734767,1.2506724045185582,1.3897407304153888,0.0259314977493986,0.0622231366310522,-0.017458209565582,0.0796813461966342,0.0,753071.5,2.3839143830864503e-10,18,2,16,15,1,0.1111111111111111,0.3333333333333333,0.0057142857142857,19.444444444444443,32.125,0.0040002907112611,3.153121645796064,0.6427186561094236,1.1624183649887443,2.7125531914893615,True,True,,False
J1:ALA906:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889,3,J1:ALA906:hydrophobic|J1:LEU959:hydrogen_bond|J1:VAL889,beam_3,296,43,253,91,162,0.1452702702702702,0.2362637362637362,0.0449938195302843,3.228671666171666,4.414081383114852,1.0518135458165873e-12,25.545460728615815,True,1.5533906073784286e-10,True,J1:ALA906:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889,3,holdout,42,134,18,116,43,73,0.1343283582089552,0.2307692307692307,0.0449826989619377,2.986222732491389,3.9827586206896552,1.2297925724848797e-05,296,3.228671666171666,1.0518135458165873e-12,1.5533906073784286e-10,J1:ALA906:hydrophobic AND J1:LEU959:hydrogen_bond AND J1:VAL889,3,585,75,38,472,510,0.1282051282051282,0.2622377622377622,0.1025089605734767,1.2506724045185582,1.3897407304153888,0.0259314977493986,0.0622231366310522,-0.017458209565582,0.0796813461966342,0.0,753071.5,2.3839143830864503e-10,18,2,16,15,1,0.1111111111111111,0.3333333333333333,0.0057142857142857,19.444444444444443,32.125,0.0040002907112611,3.153121645796064,0.6427186561094236,1.1624183649887443,2.7125531914893615,True,True,,False
