smiles	jak1_ic50_nM	jak2_ic50_nM	matched_assay_descriptions	n_matched_assay_descriptions	n_jak1_values_used	n_jak2_values_used	fold_selective_JAK1_over_JAK2	fold_selective_JAK2_over_JAK1
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CC3CCC(C2)N3C(=O)c2ccc(C(F)(F)F)nc2)C1	19.3649	19.3649	In Vitro JAK Kinase Assay: Compounds herein were tested for inhibitory activity of JAK targets according to the following in vitro assay described in Park et al., Analytical Biochemistry 1999, 269, 94-104. The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.). ||| In vitro JAK Kinase Assay: The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.)	2	2	2	1	1
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CC3CCC(C2)N3C(=O)c2ccc(Cl)c(F)c2)C1	7.07107	7.07107	In Vitro JAK Kinase Assay: Compounds herein were tested for inhibitory activity of JAK targets according to the following in vitro assay described in Park et al., Analytical Biochemistry 1999, 269, 94-104. The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.). ||| In vitro JAK Kinase Assay: The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.)	2	2	2	1	1
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CC3CCC(C2)N3C(=O)c2ccc(F)c(F)c2)C1	10	10	In Vitro JAK Kinase Assay: Compounds herein were tested for inhibitory activity of JAK targets according to the following in vitro assay described in Park et al., Analytical Biochemistry 1999, 269, 94-104. The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.). ||| In vitro JAK Kinase Assay: The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.)	2	3	3	1	1
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CC3CCC(C2)N3C(=O)c2ccnc(C(F)(F)F)c2)C1	19.3649	19.3649	In Vitro JAK Kinase Assay: Compounds herein were tested for inhibitory activity of JAK targets according to the following in vitro assay described in Park et al., Analytical Biochemistry 1999, 269, 94-104. The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.). ||| In vitro JAK Kinase Assay: The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.)	2	2	2	1	1
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CC3CCC(C2)N3C(=O)c2ccnc(C(F)(F)F)c2F)C1	12.2474	11.1803	In Vitro JAK Kinase Assay: Compounds herein were tested for inhibitory activity of JAK targets according to the following in vitro assay described in Park et al., Analytical Biochemistry 1999, 269, 94-104. The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.). ||| In vitro JAK Kinase Assay: The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.)	2	2	2	0.912871	1.09545
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CC3CCC(C2)N3Cc2c(F)ccc(F)c2Cl)C1	7.07107	7.07107	In Vitro JAK Kinase Assay: Compounds herein were tested for inhibitory activity of JAK targets according to the following in vitro assay described in Park et al., Analytical Biochemistry 1999, 269, 94-104. The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.). ||| In vitro JAK Kinase Assay: The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.)	2	2	2	1	1
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)C3(c4ccc(Cl)cc4)CC3)CC2)C1	19.3649	27.3861	In Vitro JAK Kinase Assay: Compounds herein were tested for inhibitory activity of JAK targets according to the following in vitro assay described in Park et al., Analytical Biochemistry 1999, 269, 94-104. The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.). ||| In vitro JAK Kinase Assay: The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.)	2	2	2	1.41421	0.707107
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)C3(c4ccccc4)CC3)CC2)C1	19.3649	19.3649	In Vitro JAK Kinase Assay: Compounds herein were tested for inhibitory activity of JAK targets according to the following in vitro assay described in Park et al., Analytical Biochemistry 1999, 269, 94-104. The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.). ||| In vitro JAK Kinase Assay: The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.)	2	2	2	1	1
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)C3CCC(C(F)(F)F)CC3)CC2)C1	19.3649	30.6186	In Vitro JAK Kinase Assay: Compounds herein were tested for inhibitory activity of JAK targets according to the following in vitro assay described in Park et al., Analytical Biochemistry 1999, 269, 94-104. The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.). ||| In vitro JAK Kinase Assay: The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.)	2	2	2	1.58114	0.632456
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)C3CCC(F)(F)CC3)CC2)C1	19.3649	47.4342	In Vitro JAK Kinase Assay: Compounds herein were tested for inhibitory activity of JAK targets according to the following in vitro assay described in Park et al., Analytical Biochemistry 1999, 269, 94-104. The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.). ||| In vitro JAK Kinase Assay: The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.)	2	2	2	2.44949	0.408248
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)C3CCC(c4ccc(Cl)cc4)CC3)CC2)C1	19.3649	35.3553	In Vitro JAK Kinase Assay: Compounds herein were tested for inhibitory activity of JAK targets according to the following in vitro assay described in Park et al., Analytical Biochemistry 1999, 269, 94-104. The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.). ||| In vitro JAK Kinase Assay: The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.)	2	2	2	1.82574	0.547723
N#CCC1(n2cc(-c3ncnc4[nH]ccc34)cn2)CN(C2CCN(C(=O)C3CCC(c4ccccc4)CC3)CC2)C1	19.3649	30	In Vitro JAK Kinase Assay: Compounds herein were tested for inhibitory activity of JAK targets according to the following in vitro assay described in Park et al., Analytical Biochemistry 1999, 269, 94-104. The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.). ||| In vitro JAK Kinase Assay: The catalytic domains of human JAK1 (a.a. 837-1142), Jak2 (a.a. 828-1132) and Jak3 (a.a. 781-1124) with an N-terminal His tag were expressed using baculovirus in insect cells and purified. The catalytic activity of JAK1, JAK2 or JAK3 was assayed by measuring the phosphorylation of a biotinylated peptide. The phosphorylated peptide was detected by homogenous time resolved fluorescence (HTRF). IC50s of compounds were measured for each kinase in the 40 microL reactions that contain the enzyme, ATP and 500 nM peptide in 50 mM Tris (pH 7.8) buffer with 100 mM NaCl, 5 mM DTT, and 0.1 mg/mL (0.01%) BSA. For the 1 mM IC50 measurements, ATP concentration in the reactions was 1 mM. Reactions were carried out at room temperature for 1 hr and then stopped with 20 μL 45 mM EDTA, 300 nM SA-APC, 6 nM Eu-Py20 in assay buffer (Perkin Elmer, Boston, Mass.). Binding to the Europium labeled antibody took place for 40 minutes and HTRF signal was measured on a Fusion plate reader (Perkin Elmer, Boston, Mass.)	2	2	2	1.54919	0.645497
